Category,Subcategory,Item Name,Brand,Mrp,Selling Price,Weight,Delivery ETA,Availability,Inventory,Store ID,Base Product ID,Shelf Life,Timestamp,Pincode,Clicked Label,URL,Image
Fresh Vegetables,All,Yelakki Banana (Baalehannu),Fruits and Vegetables,49,49,N/A,4 mins,In Stock,Unknown,Unknown,3.81218E+17,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/381217592890815662,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/4d999e3642d3c3497b8de1de9cce0de7.png"
Fresh Vegetables,All,Red Banana (Baalehannu),Fruits and Vegetables,69,69,N/A,4 mins,In Stock,Unknown,Unknown,6.55829E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/6558286515111520423,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/97d5d44d-7fc5-40cb-8f18-aacac0119935_Q1RO32GQ2A_MN_18122025.png"
Fresh Vegetables,All,Baby Green Kiwi,Fruits and Vegetables,105,105,N/A,4 mins,In Stock,Unknown,Unknown,4.21494E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/4214944124976297742,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/0c558ae0-88e9-40ce-b0b7-f9fec72b1424_MJY5URXWSY_MN_18122025.png"
Fresh Vegetables,All,Farm-Pik Kinnaur Apple,Fruits and Vegetables,115,115,N/A,4 mins,In Stock,Unknown,Unknown,6.69812E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/6698120151102298375,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/19/0d228f60-f1ac-4fdc-b513-f5764c6cd69d_RZYYS6ZWYC_MN_18122025.png"
Fresh Vegetables,All,Poovan Banana (Baalehannu),Fruits and Vegetables,39,39,N/A,4 mins,In Stock,Unknown,Unknown,1.16066E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/1160664486175680797,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/19/d9ca8506-f046-41a4-813e-2afc6655ed82_BJSN88CS6D_MN_18122025.png"
Fresh Vegetables,All,Robusta Banana Singles (Baalehannu),Fruits and Vegetables,23,23,N/A,4 mins,In Stock,Unknown,Unknown,6.6289E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/6628895645315017464,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/f5ec0a6e-9f31-46bd-8d26-3809be5b9446_20TW0U8NYO_MN_18122025.png"
Fresh Vegetables,All,Imported Avocado - Tanzania,Fruits and Vegetables,115,115,N/A,4 mins,In Stock,Unknown,Unknown,8.76797E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/8767969776501235128,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/a3ef06754fdcc3dc002f6898a06498c5"
Fresh Vegetables,All,Red Flame Grapes (Seedless) (Drakshi),Fruits and Vegetables,105,105,N/A,4 mins,In Stock,Unknown,Unknown,6.70437E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/6704371373613731626,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/19/d4c203e2-97b1-4b7a-945e-e1ba4d9dc3a9_F8F5WK2ZX3_MN_18122025.png"
Fresh Vegetables,All,Karpooravalli Banana (Baalehannu),Fruits and Vegetables,29,29,N/A,4 mins,In Stock,Unknown,Unknown,5.7579E+17,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/575789731185396731,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/fa3c6243-02cb-4eaf-9efb-4c23b280bbc1_XRBV2HS8Z6_MN_18122025.png"
Fresh Vegetables,All,Banana Hill (Baalehannu),Fruits and Vegetables,35,35,N/A,4 mins,In Stock,Unknown,Unknown,3.63018E+17,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/363017938930444929,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/8e89a1af-f325-4551-8a84-fb79443b6981_19P4MF3Q5V_MN_18122025.png"
Fresh Vegetables,All,Unripe Imported Avocado,Fruits and Vegetables,115,115,N/A,4 mins,In Stock,Unknown,Unknown,7.58249E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/7582493159203446075,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/6a593763-1cbd-4fc7-bede-946530a04ffe_XKL2VYMHW3_MN_18122025.png"
Fresh Vegetables,All,Imported Blueberry (From Peru),Fruits and Vegetables,205,205,N/A,4 mins,In Stock,Unknown,Unknown,2.90587E+17,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/290587386683768468,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/18/9d1e22e5-fb98-4be1-8b68-12902e73684e_7R2FK064US_MN_18122025.png"
Fresh Vegetables,All,Apple Ber (Bore Hannu),Fruits and Vegetables,55,55,N/A,4 mins,In Stock,Unknown,Unknown,5.10809E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/5108086203895469395,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/19/ea62ffc5-3a34-4597-bd39-048a4b3c8bd4_9UAU31CRWN_MN_18122025.png"
Fresh Vegetables,All,Green Grapes Sonaka (Seedless) (Drakshi),Fruits and Vegetables,75,75,N/A,4 mins,In Stock,Unknown,Unknown,5.1538E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/5153797115944241333,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/CIW/2025/12/30/4a6dd92a-4981-4a8d-a69f-b985e427f1da_240205_MN.jpg"
Fresh Vegetables,All,Black Jumbo Grapes Krishna (Seedless) (Drakshi),Fruits and Vegetables,105,105,N/A,4 mins,In Stock,Unknown,Unknown,7.47702E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/7477020677056830767,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/CIW/2025/12/12/d9134efc-76d9-42b3-8825-f491fd12c9e8_159524_1.png"
Fresh Vegetables,All,Bangalore Blue Grapes (Drakshi),Fruits and Vegetables,35,35,N/A,4 mins,In Stock,Unknown,Unknown,1.95838E+18,N/A,1/16/2026 13:53,560001,Smart Nav,https://www.swiggy.com/instamart/item/1958384499884622366,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto/NI_CATALOG/IMAGES/ciw/2025/12/19/e6a4846d-c6dd-48bc-b27c-8d2ed2026276_K1WLGKVPQ1_MN_18122025.png"
