url,status,name,brand,price,mrp,weight,image,shelf_life,country_of_origin,input_pincode
https://www.zepto.com/pip/all-categories/9277?srsltid=AfmBOorvEpLx8NMosZx1Ry1SivpH4qkUS251pD-KwNbHv24QS54UpcAN,Not Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,560097
