input_pincode,url,platform,name,price,mrp,availability,scraped_at,error
560001,https://blinkit.com/prn/amul-gold-full-cream-fresh-milk/prid/12509,blinkit,Chip Chops Chicken Sausage Treat,0.0,0.0,Out of Stock,2026-01-17 01:58:00,
